X,Y
4.987917804,26.64067764
1.108885317,25.21974719
0.250740893,23.82758908
7.6922785,23.07736028
6.074495467,19.8945363
8.160767913,23.65945938
9.081695983,18.90651886
5.083122947,22.56847659
2.030940162,21.95778789
4.339929076,24.99151319
6.646940531,23.3808217
4.025199404,21.08594014
8.423270567,26.51420381
7.462610124,27.98921795
8.127830742,22.12652861
6.83933132,26.68195778
8.424004017,19.07819623
0.435907309,18.9125488
0.080036128,24.99904274
6.106134379,27.55551034
11.43572105,4.372857669
10.71586124,10.49976252
12.74372483,3.536237717
16.74634823,8.676680655
17.33375309,6.27236313
16.41693969,7.933504995
13.7333732,3.763940509
12.94609853,7.696466567
11.29565718,3.505741708
14.2476651,8.966752528
11.13392103,5.12808379
14.5485096,7.660172749
12.53654471,6.187533699
11.20046337,4.135433887
17.58730283,5.693580099
17.52233679,6.110080447
18.89948804,3.473960516
18.58165248,8.202442889
14.14835493,4.124362051
11.52013849,8.500067734
23.8559479,22.94262758
22.62055955,24.11926184
23.2781859,26.69022181
29.12881539,19.88812864
21.03912939,27.37937725
24.03710253,25.42927512
28.22372753,26.28299308
27.00316629,26.81554918
24.72953594,23.65199026
28.35904627,19.72743636
29.15621447,20.13243815
27.72599384,27.76069245
29.44232727,20.55480188
22.30235644,18.31333537
20.36481591,19.27021122
28.8612373,18.88866287
21.84371356,20.6934553
29.94488371,24.28823944
28.11385755,20.36619625
24.46522377,23.07321507
